full_text,cleansing,Tokenization and Case Folding,stopword removal,stemming_data
Mendag Ajak China Produksi Kendaraan Listrik di Indonesia https://t.co/kjLAFoXKmk,Mendag Ajak China Produksi Kendaraan Listrik di Indonesia,"['mendag', 'ajak', 'china', 'produksi', 'kendaraan', 'listrik', 'di', 'indonesia']","['mendag', 'ajak', 'china', 'produksi', 'kendaraan', 'listrik', 'indonesia']",mendag ajak china produksi kendara listrik indonesia
Toyota Motor Manufacturing Indonesia (TMMIN) mengaku serius dalam upaya mengembangkan ekosistem kendaraan listrik berbasis baterai di Indonesia (KLBB) https://t.co/Qfas8U9FeC,Toyota Motor Manufacturing Indonesia TMMIN mengaku serius dalam upaya mengembangkan ekosistem kendaraan listrik berbasis baterai di Indonesia KLBB,"['toyota', 'motor', 'manufacturing', 'indonesia', 'tmmin', 'mengaku', 'serius', 'dalam', 'upaya', 'mengembangkan', 'ekosistem', 'kendaraan', 'listrik', 'berbasis', 'baterai', 'di', 'indonesia', 'klbb']","['toyota', 'motor', 'manufacturing', 'indonesia', 'tmmin', 'mengaku', 'serius', 'upaya', 'mengembangkan', 'ekosistem', 'kendaraan', 'listrik', 'berbasis', 'baterai', 'indonesia', 'klbb']",toyota motor manufacturing indonesia tmmin aku serius upaya kembang ekosistem kendara listrik bas baterai indonesia klbb
Taipan di Balik Kendaraan Listrik Dunia dan di Indonesia https://t.co/zrstbyeMnh,Taipan di Balik Kendaraan Listrik Dunia dan di Indonesia,"['taipan', 'di', 'balik', 'kendaraan', 'listrik', 'dunia', 'dan', 'di', 'indonesia']","['taipan', 'kendaraan', 'listrik', 'dunia', 'indonesia']",taipan kendara listrik dunia indonesia
"Toyota mengklaim jika ekosistem mobil listrik dan kendaraan listrik akan membantu proses transisi, menuju Indonesia bebas emisi https://t.co/IviZGqPGFg",Toyota mengklaim jika ekosistem mobil listrik dan kendaraan listrik akan membantu proses transisi menuju Indonesia bebas emisi,"['toyota', 'mengklaim', 'jika', 'ekosistem', 'mobil', 'listrik', 'dan', 'kendaraan', 'listrik', 'akan', 'membantu', 'proses', 'transisi', 'menuju', 'indonesia', 'bebas', 'emisi']","['toyota', 'mengklaim', 'ekosistem', 'mobil', 'listrik', 'kendaraan', 'listrik', 'membantu', 'proses', 'transisi', 'indonesia', 'bebas', 'emisi']",toyota klaim ekosistem mobil listrik kendara listrik bantu proses transisi indonesia bebas emisi
PwC: Makin Banyak Orang Indonesia Minat Beli Kendaraan Listrik https://t.co/oz1i7bACdx https://t.co/jBrJcBowd6,PwC Makin Banyak Orang Indonesia Minat Beli Kendaraan Listrik,"['pwc', 'makin', 'banyak', 'orang', 'indonesia', 'minat', 'beli', 'kendaraan', 'listrik']","['pwc', 'orang', 'indonesia', 'minat', 'beli', 'kendaraan', 'listrik']",pwc orang indonesia minat beli kendara listrik
"Dengan keadaan ekonomi Indonesia yang sangat baik ini, menjadi peluang para investor untuk datang ke Indonesia.  Indonesia membuka peluang kerja sama ekonomi dengan banyak mitra strategis. Potensi investasi hilirisasi SDA nikel untuk baterai kendaraan listrik dan minyak sawit",Dengan keadaan ekonomi Indonesia yang sangat baik ini menjadi peluang para investor untuk datang ke Indonesia  Indonesia membuka peluang kerja sama ekonomi dengan banyak mitra strategis Potensi investasi hilirisasi SDA nikel untuk baterai kendaraan listrik dan minyak sawit,"['dengan', 'keadaan', 'ekonomi', 'indonesia', 'yang', 'sangat', 'baik', 'ini', 'menjadi', 'peluang', 'para', 'investor', 'untuk', 'datang', 'ke', 'indonesia', 'indonesia', 'membuka', 'peluang', 'kerja', 'sama', 'ekonomi', 'dengan', 'banyak', 'mitra', 'strategis', 'potensi', 'investasi', 'hilirisasi', 'sda', 'nikel', 'untuk', 'baterai', 'kendaraan', 'listrik', 'dan', 'minyak', 'sawit']","['ekonomi', 'indonesia', 'peluang', 'investor', 'indonesia', 'indonesia', 'membuka', 'peluang', 'kerja', 'ekonomi', 'mitra', 'strategis', 'potensi', 'investasi', 'hilirisasi', 'sda', 'nikel', 'baterai', 'kendaraan', 'listrik', 'minyak', 'sawit']",ekonomi indonesia peluang investor indonesia indonesia buka peluang kerja ekonomi mitra strategis potensi investasi hilir sda nikel baterai kendara listrik minyak sawit
"Jika dibandingkan dengan pasar global, geliat industri kendaraan listrik Indonesia ternyata tumbuh lebih lambat. Ada sejumlah hal yang jadi penyebabnya. https://t.co/N7povlAqEr",Jika dibandingkan dengan pasar global geliat industri kendaraan listrik Indonesia ternyata tumbuh lebih lambat Ada sejumlah hal yang jadi penyebabnya,"['jika', 'dibandingkan', 'dengan', 'pasar', 'global', 'geliat', 'industri', 'kendaraan', 'listrik', 'indonesia', 'ternyata', 'tumbuh', 'lebih', 'lambat', 'ada', 'sejumlah', 'hal', 'yang', 'jadi', 'penyebabnya']","['dibandingkan', 'pasar', 'global', 'geliat', 'industri', 'kendaraan', 'listrik', 'indonesia', 'tumbuh', 'lambat', 'penyebabnya']",banding pasar global geliat industri kendara listrik indonesia tumbuh lambat sebab
Ini Hal yang Dikhawatirkan Konsumen Indonesia jika Punya Kendaraan Listrik https://t.co/vIbxxNOvrP,Ini Hal yang Dikhawatirkan Konsumen Indonesia jika Punya Kendaraan Listrik,"['ini', 'hal', 'yang', 'dikhawatirkan', 'konsumen', 'indonesia', 'jika', 'punya', 'kendaraan', 'listrik']","['dikhawatirkan', 'konsumen', 'indonesia', 'kendaraan', 'listrik']",khawatir konsumen indonesia kendara listrik
Mau listrik murah tapi ga mau pake pltu.  Mau bahan bakar murah tapi disuruh convert kendaraan listrik tereak2.  Emang paling brner indonesia balik aja ke neolitikum,Mau listrik murah tapi ga mau pake pltu  Mau bahan bakar murah tapi disuruh convert kendaraan listrik tereak  Emang paling brner indonesia balik aja ke neolitikum,"['mau', 'listrik', 'murah', 'tapi', 'ga', 'mau', 'pake', 'pltu', 'mau', 'bahan', 'bakar', 'murah', 'tapi', 'disuruh', 'convert', 'kendaraan', 'listrik', 'tereak', 'emang', 'paling', 'brner', 'indonesia', 'balik', 'aja', 'ke', 'neolitikum']","['listrik', 'murah', 'ga', 'pake', 'pltu', 'bahan', 'bakar', 'murah', 'disuruh', 'convert', 'kendaraan', 'listrik', 'tereak', 'emang', 'brner', 'indonesia', 'aja', 'neolitikum']",listrik murah ga pake pltu bahan bakar murah suruh convert kendara listrik reak emang brner indonesia aja neolitikum
FTUI Pamerkan Inovasi Kendaraan Listrik di LPDP Festival 2023  Baca selengkapnya di sini https://t.co/kvJWhtmdBt  #UIupdate #UniversitasIndonesia https://t.co/g4WqJ9H6mS,FTUI Pamerkan Inovasi Kendaraan Listrik di LPDP Festival   Baca selengkapnya di sini   UIupdate UniversitasIndonesia,"['ftui', 'pamerkan', 'inovasi', 'kendaraan', 'listrik', 'di', 'lpdp', 'festival', 'baca', 'selengkapnya', 'di', 'sini', 'uiupdate', 'universitasindonesia']","['ftui', 'pamerkan', 'inovasi', 'kendaraan', 'listrik', 'lpdp', 'festival', 'baca', 'selengkapnya', 'uiupdate', 'universitasindonesia']",ftui pamer inovasi kendara listrik lpdp festival baca lengkap uiupdate universitasindonesia
Indonesia juga tengah fokus membangun ekosistem kendaraan listrik terintegrasi untuk menjadi bagian penting dari rantai pasok dunia. Presiden Jokowi juga menjelaskan bahwa potensi energi terbarukan di Indonesia sangat besar hingga mencapai 3.600 gigawatt.,Indonesia juga tengah fokus membangun ekosistem kendaraan listrik terintegrasi untuk menjadi bagian penting dari rantai pasok dunia Presiden Jokowi juga menjelaskan bahwa potensi energi terbarukan di Indonesia sangat besar hingga mencapai  gigawatt,"['indonesia', 'juga', 'tengah', 'fokus', 'membangun', 'ekosistem', 'kendaraan', 'listrik', 'terintegrasi', 'untuk', 'menjadi', 'bagian', 'penting', 'dari', 'rantai', 'pasok', 'dunia', 'presiden', 'jokowi', 'juga', 'menjelaskan', 'bahwa', 'potensi', 'energi', 'terbarukan', 'di', 'indonesia', 'sangat', 'besar', 'hingga', 'mencapai', 'gigawatt']","['indonesia', 'fokus', 'membangun', 'ekosistem', 'kendaraan', 'listrik', 'terintegrasi', 'rantai', 'pasok', 'dunia', 'presiden', 'jokowi', 'potensi', 'energi', 'terbarukan', 'indonesia', 'mencapai', 'gigawatt']",indonesia fokus bangun ekosistem kendara listrik integrasi rantai pasok dunia presiden jokowi potensi energi baru indonesia capai gigawatt
"Sama seperti smartphone, kecepatan pengisian kendaraan listrik di SPKLU bisa cepat ataupun lambat. Semua tergantung pada daya keluaran SPKLU.  Apa saja ya kira-kira jenis SPKLU di Indonesia berdasarkan kecepatan pengecasannya?  #pln #pln_disjaya #jenisSPKLU https://t.co/7Yn5PlkZ01",Sama seperti smartphone kecepatan pengisian kendaraan listrik di SPKLU bisa cepat ataupun lambat Semua tergantung pada daya keluaran SPKLU  Apa saja ya kirakira jenis SPKLU di Indonesia berdasarkan kecepatan pengecasannya  pln plndisjaya jenisSPKLU,"['sama', 'seperti', 'smartphone', 'kecepatan', 'pengisian', 'kendaraan', 'listrik', 'di', 'spklu', 'bisa', 'cepat', 'ataupun', 'lambat', 'semua', 'tergantung', 'pada', 'daya', 'keluaran', 'spklu', 'apa', 'saja', 'ya', 'kirakira', 'jenis', 'spklu', 'di', 'indonesia', 'berdasarkan', 'kecepatan', 'pengecasannya', 'pln', 'plndisjaya', 'jenisspklu']","['smartphone', 'kecepatan', 'pengisian', 'kendaraan', 'listrik', 'spklu', 'cepat', 'lambat', 'tergantung', 'daya', 'keluaran', 'spklu', 'ya', 'kirakira', 'jenis', 'spklu', 'indonesia', 'berdasarkan', 'kecepatan', 'pengecasannya', 'pln', 'plndisjaya', 'jenisspklu']",smartphone cepat isi kendara listrik spklu cepat lambat gantung daya keluar spklu ya kirakira jenis spklu indonesia dasar cepat cas pln plndisjaya jenisspklu
"Wuling Motors (Wuling) menyajikan kendaraan listrik Air EV di Indonesia, tidak hanya menjanjikan kemudahan dalam urusan pengisian baterai, Wuling juga senantiasa menjanjikan biaya perawatan yang sangat terjangkau.https://t.co/hLvKTFqGZI",Wuling Motors Wuling menyajikan kendaraan listrik Air EV di Indonesia tidak hanya menjanjikan kemudahan dalam urusan pengisian baterai Wuling juga senantiasa menjanjikan biaya perawatan yang sangat terjangkau,"['wuling', 'motors', 'wuling', 'menyajikan', 'kendaraan', 'listrik', 'air', 'ev', 'di', 'indonesia', 'tidak', 'hanya', 'menjanjikan', 'kemudahan', 'dalam', 'urusan', 'pengisian', 'baterai', 'wuling', 'juga', 'senantiasa', 'menjanjikan', 'biaya', 'perawatan', 'yang', 'sangat', 'terjangkau']","['wuling', 'motors', 'wuling', 'menyajikan', 'kendaraan', 'listrik', 'air', 'ev', 'indonesia', 'menjanjikan', 'kemudahan', 'urusan', 'pengisian', 'baterai', 'wuling', 'senantiasa', 'menjanjikan', 'biaya', 'perawatan', 'terjangkau']",wuling motors wuling saji kendara listrik air ev indonesia janji mudah urus isi baterai wuling senantiasa janji biaya awat jangkau
BMKG berharap masyarakat mau beralih menggunakan transportasi publik yang ramah lingkungan serta mulai mau menggunakan kendaraan listrik dan memanfaatkan energi surya dalam kehidupan sehari-hari https://t.co/WvQ8BDOrQW,BMKG berharap masyarakat mau beralih menggunakan transportasi publik yang ramah lingkungan serta mulai mau menggunakan kendaraan listrik dan memanfaatkan energi surya dalam kehidupan seharihari,"['bmkg', 'berharap', 'masyarakat', 'mau', 'beralih', 'menggunakan', 'transportasi', 'publik', 'yang', 'ramah', 'lingkungan', 'serta', 'mulai', 'mau', 'menggunakan', 'kendaraan', 'listrik', 'dan', 'memanfaatkan', 'energi', 'surya', 'dalam', 'kehidupan', 'seharihari']","['bmkg', 'berharap', 'masyarakat', 'beralih', 'transportasi', 'publik', 'ramah', 'lingkungan', 'kendaraan', 'listrik', 'memanfaatkan', 'energi', 'surya', 'kehidupan', 'seharihari']",bmkg harap masyarakat alih transportasi publik ramah lingkung kendara listrik manfaat energi surya hidup seharihari
"Kendaraan berbasis listrik makin populer seiring dengan bertambahnya populasi penggunaan kendaraan listrik, mulai dari mobil, motor, bus listrik, hingga moda transportasi lain.  Pemerintah mencatat populasi kendaraan motor dan mobil berbasis setrum masing-masing naik lima - empat… https://t.co/9BQvReTpAk",Kendaraan berbasis listrik makin populer seiring dengan bertambahnya populasi penggunaan kendaraan listrik mulai dari mobil motor bus listrik hingga moda transportasi lain  Pemerintah mencatat populasi kendaraan motor dan mobil berbasis setrum masingmasing naik lima  empat…,"['kendaraan', 'berbasis', 'listrik', 'makin', 'populer', 'seiring', 'dengan', 'bertambahnya', 'populasi', 'penggunaan', 'kendaraan', 'listrik', 'mulai', 'dari', 'mobil', 'motor', 'bus', 'listrik', 'hingga', 'moda', 'transportasi', 'lain', 'pemerintah', 'mencatat', 'populasi', 'kendaraan', 'motor', 'dan', 'mobil', 'berbasis', 'setrum', 'masingmasing', 'naik', 'lima', 'empat…']","['kendaraan', 'berbasis', 'listrik', 'populer', 'seiring', 'bertambahnya', 'populasi', 'penggunaan', 'kendaraan', 'listrik', 'mobil', 'motor', 'bus', 'listrik', 'moda', 'transportasi', 'pemerintah', 'mencatat', 'populasi', 'kendaraan', 'motor', 'mobil', 'berbasis', 'setrum', 'masingmasing', 'empat…']",kendara bas listrik populer iring tambah populasi guna kendara listrik mobil motor bus listrik moda transportasi perintah catat populasi kendara motor mobil bas setrum masingmasing empat
Pemerintah jalin kolaborasi bareng Korea Selatan kembangkan industri dan ekosistem kendaraan listrik di Indonesia. https://t.co/nVXOo1c4Oi,Pemerintah jalin kolaborasi bareng Korea Selatan kembangkan industri dan ekosistem kendaraan listrik di Indonesia,"['pemerintah', 'jalin', 'kolaborasi', 'bareng', 'korea', 'selatan', 'kembangkan', 'industri', 'dan', 'ekosistem', 'kendaraan', 'listrik', 'di', 'indonesia']","['pemerintah', 'jalin', 'kolaborasi', 'bareng', 'korea', 'selatan', 'kembangkan', 'industri', 'ekosistem', 'kendaraan', 'listrik', 'indonesia']",perintah jalin kolaborasi bareng korea selatan kembang industri ekosistem kendara listrik indonesia
Indonesia semakin menarik para produsen kendaraan listrik global untuk berinvestasi di tanah air.  KSP @Dr_Moeldoko #MoeldokoPenjagaNKRI https://t.co/u4hWO8ex61,Indonesia semakin menarik para produsen kendaraan listrik global untuk berinvestasi di tanah air  KSP DrMoeldoko MoeldokoPenjagaNKRI,"['indonesia', 'semakin', 'menarik', 'para', 'produsen', 'kendaraan', 'listrik', 'global', 'untuk', 'berinvestasi', 'di', 'tanah', 'air', 'ksp', 'drmoeldoko', 'moeldokopenjagankri']","['indonesia', 'menarik', 'produsen', 'kendaraan', 'listrik', 'global', 'berinvestasi', 'tanah', 'air', 'ksp', 'drmoeldoko', 'moeldokopenjagankri']",indonesia tarik produsen kendara listrik global investasi tanah air ksp drmoeldoko moeldokopenjagankri
📢 Segera terwujud ‼️Ekspansi kendaraan Listrik Vinfast ke pasar otomotif Indonesia.  Pak @Dr_Moeldoko menjelaskan kpd Vinfast yg bertandang ke @KSPgoid mengenai regulasi industri otomotif yg berlaku di Indonesia setelah mereka bertemu Menteri Perdagangan.  #MoeldokoPenjagaNKRI https://t.co/yLQV9OPS8S,📢 Segera terwujud ‼️Ekspansi kendaraan Listrik Vinfast ke pasar otomotif Indonesia  Pak DrMoeldoko menjelaskan kpd Vinfast yg bertandang ke KSPgoid mengenai regulasi industri otomotif yg berlaku di Indonesia setelah mereka bertemu Menteri Perdagangan  MoeldokoPenjagaNKRI,"['📢', 'segera', 'terwujud', '‼️ekspansi', 'kendaraan', 'listrik', 'vinfast', 'ke', 'pasar', 'otomotif', 'indonesia', 'pak', 'drmoeldoko', 'menjelaskan', 'kpd', 'vinfast', 'yg', 'bertandang', 'ke', 'kspgoid', 'mengenai', 'regulasi', 'industri', 'otomotif', 'yg', 'berlaku', 'di', 'indonesia', 'setelah', 'mereka', 'bertemu', 'menteri', 'perdagangan', 'moeldokopenjagankri']","['📢', 'terwujud', '‼️ekspansi', 'kendaraan', 'listrik', 'vinfast', 'pasar', 'otomotif', 'indonesia', 'drmoeldoko', 'kpd', 'vinfast', 'yg', 'bertandang', 'kspgoid', 'regulasi', 'industri', 'otomotif', 'yg', 'berlaku', 'indonesia', 'bertemu', 'menteri', 'perdagangan', 'moeldokopenjagankri']",wujud ekspansi kendara listrik vinfast pasar otomotif indonesia drmoeldoko kpd vinfast yg tandang kspgoid regulasi industri otomotif yg laku indonesia temu menteri dagang moeldokopenjagankri
"#TiangListrikRoboh #PohonTumbang #Woyla #AcehBarat  Dikatakan Kapolsek, dampak tumbangnya tiang listrik mengakibatkan jalan Kuala Bhee-Meulaboh tidak bisa dilewati oleh pengguna kendaraan roda empat.  https://t.co/WbJx3tbqqu",TiangListrikRoboh PohonTumbang Woyla AcehBarat  Dikatakan Kapolsek dampak tumbangnya tiang listrik mengakibatkan jalan Kuala BheeMeulaboh tidak bisa dilewati oleh pengguna kendaraan roda empat,"['tianglistrikroboh', 'pohontumbang', 'woyla', 'acehbarat', 'dikatakan', 'kapolsek', 'dampak', 'tumbangnya', 'tiang', 'listrik', 'mengakibatkan', 'jalan', 'kuala', 'bheemeulaboh', 'tidak', 'bisa', 'dilewati', 'oleh', 'pengguna', 'kendaraan', 'roda', 'empat']","['tianglistrikroboh', 'pohontumbang', 'woyla', 'acehbarat', 'kapolsek', 'dampak', 'tumbangnya', 'tiang', 'listrik', 'mengakibatkan', 'jalan', 'kuala', 'bheemeulaboh', 'dilewati', 'pengguna', 'kendaraan', 'roda']",tianglistrikroboh pohontumbang woyla acehbarat kapolsek dampak tumbang tiang listrik akibat jalan kuala bheemeulaboh lewat guna kendara roda
"Lebih bersih Mobil Listrik, atau Mobil Konvensional sih?  Tok! Kementerian Perindustrian Indonesia resmi menyebut emisi karbon dari mobil listrik ternyata lebih tinggi ketimbang kendaraan Hybrid ataupun konvensional. Kenapa? Sumber listrik mobil listrik masih dari energi fosil. https://t.co/NDCj8bNHls",Lebih bersih Mobil Listrik atau Mobil Konvensional sih  Tok Kementerian Perindustrian Indonesia resmi menyebut emisi karbon dari mobil listrik ternyata lebih tinggi ketimbang kendaraan Hybrid ataupun konvensional Kenapa Sumber listrik mobil listrik masih dari energi fosil,"['lebih', 'bersih', 'mobil', 'listrik', 'atau', 'mobil', 'konvensional', 'sih', 'tok', 'kementerian', 'perindustrian', 'indonesia', 'resmi', 'menyebut', 'emisi', 'karbon', 'dari', 'mobil', 'listrik', 'ternyata', 'lebih', 'tinggi', 'ketimbang', 'kendaraan', 'hybrid', 'ataupun', 'konvensional', 'kenapa', 'sumber', 'listrik', 'mobil', 'listrik', 'masih', 'dari', 'energi', 'fosil']","['bersih', 'mobil', 'listrik', 'mobil', 'konvensional', 'sih', 'tok', 'kementerian', 'perindustrian', 'indonesia', 'resmi', 'menyebut', 'emisi', 'karbon', 'mobil', 'listrik', 'ketimbang', 'kendaraan', 'hybrid', 'konvensional', 'sumber', 'listrik', 'mobil', 'listrik', 'energi', 'fosil']",bersih mobil listrik mobil konvensional sih tok menteri industri indonesia resmi sebut emisi karbon mobil listrik ketimbang kendara hybrid konvensional sumber listrik mobil listrik energi fosil
Wowww keren abis nich Indonesia yg mulai tampil beda karena para investor kendaraan Listrik tujuannya bekerjasama  KSP @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/o5ZvyF6V9R,Wowww keren abis nich Indonesia yg mulai tampil beda karena para investor kendaraan Listrik tujuannya bekerjasama  KSP DrMoeldoko  MoeldokoPenjagaNKRI,"['wowww', 'keren', 'abis', 'nich', 'indonesia', 'yg', 'mulai', 'tampil', 'beda', 'karena', 'para', 'investor', 'kendaraan', 'listrik', 'tujuannya', 'bekerjasama', 'ksp', 'drmoeldoko', 'moeldokopenjagankri']","['wowww', 'keren', 'abis', 'nich', 'indonesia', 'yg', 'tampil', 'beda', 'investor', 'kendaraan', 'listrik', 'tujuannya', 'bekerjasama', 'ksp', 'drmoeldoko', 'moeldokopenjagankri']",wowww keren abis nich indonesia yg tampil beda investor kendara listrik tuju bekerjasama ksp drmoeldoko moeldokopenjagankri
